# Program:featureCounts v1.5.3; Command:"featureCounts" "-t" "exon" "-D" "1500" "-p" "--primary" "-T" "3" "-s" "1" "-a" "/Users/benayoun/Softwares/Genomes/mm10_genes.gtf" "-o" "2022-03-30_PeriMac_NIA_aging_CLEAN_counts.txt" "PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam
Cspp1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10038218;10045076;10047424;10058720;10064333;10065323;10066426;10074860;10077172;10082253;10083501;10085747;10088051;10088882;10090188;10095866;10104212;10108369;10112393;10112876;10113603;10116018;10116614;10126340;10127423;10129986;10132454;10133164;10134092;10135934	10038344;10045184;10047526;10058823;10064413;10065421;10066820;10074946;10077242;10082346;10083558;10085952;10088184;10088960;10090317;10096013;10104364;10108481;10112542;10113022;10113707;10116084;10116731;10126479;10127563;10130032;10132517;10133273;10134230;10136768	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4354	516	723	443	474	597	509	677	437	310	666	605	566	455	554	746	481	440	482	482	439
Arfgef1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10137507;10140467;10141559;10142576;10144718;10147403;10151801;10153386;10153607;10154281;10156914;10157900;10159568;10159877;10160701;10160963;10163697;10172834;10173194;10174067;10179826;10180870;10183663;10183976;10184386;10188757;10189227;10189439;10194257;10198843;10199729;10204808;10209425;10213044;10214125;10215837;10216529;10232371	10138996;10140584;10141697;10142744;10144857;10147535;10151873;10153524;10153742;10154410;10157044;10158060;10159740;10160028;10160870;10161003;10163787;10172984;10173352;10174195;10179977;10181041;10183747;10184181;10184497;10188958;10189335;10189678;10194491;10198976;10199904;10204909;10209701;10213223;10214271;10215993;10216559;10232670	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7042	2831	3176	2232	2139	2576	2579	3020	2012	1293	3081	2940	2856	2174	2243	3153	2544	2553	3005	2222	2014
Cpa6	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10324719;10324719;10329473;10329473;10337267;10337267;10408269;10408269;10409257;10409257;10477025;10477025;10481014;10481014;10483949;10483949;10488825;10595620;10595620;10719612;10719612	10325311;10325311;10329557;10329557;10337469;10337469;10408359;10408359;10409367;10409367;10477129;10477129;10481115;10481115;10484063;10484063;10488949;10595695;10595695;10719945;10719945	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467e	chr1;chr1;chr1;chr1	10708387;10714388;10865838;10865864	10708415;10714396;10865843;10865874	-;-;-;-	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prex2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10993465;11061326;11065794;11068011;11080023;11089717;11098463;11101064;11107603;11110282;11112743;11123121;11123814;11132338;11136765;11139956;11140236;11142649;11149810;11153543;11156241;11160096;11162240;11169853;11170584;11181855;11184446;11185130;11185887;11186637;11193513;11199835;11204066;11208512;11231682;11263963;11265679;11265679;11265969;11265969;11285057;11285057;11289253;11289253;11297708;11297708	10993909;11061397;11065916;11068115;11080124;11089878;11098596;11101167;11107752;11110426;11112843;11123224;11123863;11132413;11136837;11140098;11140328;11142797;11149895;11153679;11156358;11160280;11162401;11170075;11170791;11182034;11184540;11185212;11185977;11186765;11193554;11200052;11204168;11208655;11231796;11264095;11265745;11265745;11266159;11266159;11285159;11285159;11289320;11289320;11303682;11303682	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11187	2	0	2	3	0	3	1	2	0	0	0	0	0	2	2	0	0	0	1	0
A830018L16Rik	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	11414105;11414105;11414105;11414105;11511918;11511918;11511918;11511918;11518578;11518578;11518578;11518578;11545154;11545154;11545154;11545154;11562963;11562963;11562963;11562963;11588374;11588374;11588374;11588374;11596151;11596151;11596151;11596151;11596965;11747965;11747965;11798481;11798481;11829815;11829815;11933544;11933544;11950963;11950963;11972046;11972046;11974923;11974923	11414637;11414637;11414637;11414637;11512065;11512065;11512065;11512065;11518709;11518709;11518709;11518709;11545282;11545282;11545282;11545282;11562991;11562991;11562991;11562991;11588546;11588546;11588546;11588546;11596317;11596317;11596317;11601821;11601821;11748091;11748100;11798566;11798566;11829891;11829891;11933591;11933591;11951056;11951056;11972102;11972102;11975902;11975902	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8293	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Mir6341	chr1	12425986	12426106	+	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17644	chr1;chr1;chr1	12667563;12671316;12671461	12669092;12671355;12673090	+;+;+	3200	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulf1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12692430;12692430;12718545;12728594;12728594;12786079;12786079;12786079;12786468;12786468;12786468;12796766;12796766;12796766;12805180;12805180;12805180;12807854;12807854;12807854;12817338;12817338;12817338;12818378;12818378;12818378;12820401;12820401;12820401;12820795;12820795;12820795;12821970;12821970;12821970;12836113;12836113;12836113;12838359;12838359;12838359;12839829;12839829;12839829;12840403;12840403;12840403;12841443;12841443;12841443;12842649;12842649;12842649;12848095;12848095;12848095;12848331;12848331;12848331;12850760;12850760;12850760;12858812;12858812;12858812	12692684;12692684;12718783;12728688;12728688;12786151;12786151;12786151;12786698;12786698;12786698;12797005;12797005;12797005;12805331;12805331;12805331;12808023;12808023;12808023;12817488;12817488;12817488;12818553;12818553;12818553;12820529;12820529;12820529;12820851;12820851;12820851;12822099;12822099;12822099;12836329;12836329;12836329;12838611;12838611;12838611;12839925;12839925;12839925;12840497;12840497;12840497;12841508;12841508;12841508;12842824;12842824;12842824;12848237;12848237;12848237;12848454;12848454;12848454;12850793;12850793;12850793;12860372;12860372;12860372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4864	6	1	2	1	2	4	5	9	4	2	4	2	3	0	1	1	6	0	6	7
Slco5a1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12866550;12876310;12879138;12881293;12894427;12921038;12938989;12943980;12989580	12872328;12876374;12879379;12881452;12894625;12921202;12939200;12944112;12991135	-;-;-;-;-;-;-;-;-	8511	0	3	5	3	4	3	5	8	1	1	2	8	2	1	1	0	2	2	3	4
Prdm14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13113428;13115780;13118763;13122361;13124363;13124619;13125166;13127110	13114487;13115881;13118965;13122631;13124520;13124672;13125856;13127163	-;-;-;-;-;-;-;-	2593	0	0	0	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0
Ncoa2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13139105;13139105;13146875;13146875;13148317;13148317;13148931;13148931;13150690;13150690;13152379;13152379;13152797;13152797;13156370;13156370;13160161;13160161;13162073;13162073;13164896;13166896;13166896;13174079;13174079;13177074;13177074;13180481;13180481;13181216;13181216;13184175;13184175;13186733;13186733;13190087;13190087;13221307;13221307;13224609;13224609;13285969;13285969;13372183;13373938	13142772;13142772;13146964;13146964;13148515;13148515;13149108;13149108;13150918;13150918;13152456;13152456;13153075;13153075;13156535;13156535;13160290;13160290;13162288;13162288;13165102;13167106;13167106;13175348;13175348;13177221;13177221;13180624;13180624;13181317;13181317;13184363;13184363;13186910;13186910;13190190;13190190;13221479;13221479;13224713;13224713;13286025;13286025;13372429;13374083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8514	2679	2698	1951	1903	2315	2501	2695	1978	1348	2637	2442	2426	2076	2026	2840	2416	2384	2556	2317	1742
Tram1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13564693;13569471;13569939;13571803;13572004;13576368;13578100;13579450;13579690;13581023;13589600	13566396;13569631;13570082;13571907;13572074;13576452;13578158;13579566;13579811;13581086;13589910	-;-;-;-;-;-;-;-;-;-;-	2943	2421	3088	1375	1439	2163	1968	2093	1438	1114	2017	2649	2193	1728	1796	2105	2569	2157	2326	2150	1521
Lactb2	chr1;chr1;chr1;chr1;chr1;chr1;chr1	13625900;13627356;13630065;13638231;13647385;13650721;13660329	13626904;13627437;13630213;13638409;13647511;13650884;13660509	-;-;-;-;-;-;-	1887	464	595	366	310	495	521	604	332	212	553	539	522	437	437	504	433	491	399	382	366
Xkr9	chr1;chr1;chr1;chr1	13668771;13672126;13684056;13700755	13668867;13672764;13684276;13701723	+;+;+;+	1926	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm5523	chr1	13785685	13786929	-	1245	1	6	0	1	0	1	6	1	2	4	5	0	1	0	4	4	1	4	2	6
Eya1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	14168958;14168958;14179480;14179480;14183157;14183157;14183381;14183381;14184349;14184349;14184626;14184626;14208895;14208895;14229493;14229493;14231413;14231413;14252428;14252428;14253020;14253020;14270705;14270705;14274065;14274065;14274534;14274534;14283121;14283121;14302770;14304425;14304425;14309646;14309646	14170996;14170996;14179580;14179580;14183278;14183278;14183495;14183495;14184509;14184509;14184684;14184684;14208984;14208984;14229576;14229576;14231552;14231552;14252614;14252614;14253102;14253102;14270827;14270842;14274207;14274210;14274603;14274603;14283198;14283198;14302897;14304474;14304474;14310199;14310199	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4345	15	9	5	5	7	12	12	14	3	25	10	2	2	3	2	3	7	0	3	6
Msc	chr1;chr1	14753346;14755230	14754325;14755966	-;-	1717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpa1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	14872648;14874364;14875849;14880199;14881597;14882112;14884110;14885750;14886887;14887595;14889394;14890395;14891305;14893183;14896492;14898009;14898256;14899347;14900065;14901862;14903146;14904147;14904453;14905923;14910730;14912360;14918725	14873728;14874461;14875959;14880267;14881779;14882241;14884279;14885839;14887052;14887665;14889492;14890454;14891398;14893349;14896606;14898173;14898425;14899447;14900164;14901910;14903282;14904292;14904561;14906030;14910905;14912519;14918862	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Kcnb2	chr1;chr1	15312452;15709485	15313030;15714214	+;+	5309	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Terf1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	15805646;15805646;15807641;15807641;15813041;15813041;15815886;15818934;15818934;15819651;15819651;15831507;15831507;15833401;15833401;15838182;15838182;15842921;15842921	15805957;15805957;15807736;15807736;15813162;15813162;15815972;15819083;15819083;15819763;15819763;15831566;15831566;15833489;15833489;15838288;15838288;15844052;15844052	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2268	232	342	199	177	245	235	275	181	115	308	265	261	174	210	334	195	211	183	207	253
Sbspon	chr1;chr1;chr1;chr1;chr1	15853862;15858889;15860261;15883646;15892439	15855862;15859065;15860351;15883840;15892722	-;-;-;-;-	2748	0	0	6	4	2	0	0	1	0	1	0	1	2	0	0	0	1	1	1	0
4930444P10Rik	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16065979;16065979;16068800;16068800;16078568;16078568;16080830;16080830;16081668;16092974;16092974	16066274;16066274;16068855;16068855;16078700;16078700;16080993;16080993;16082510;16093325;16093325	-;-;-;-;-;-;-;-;-;-;-	1844	0	0	0	1	3	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
Rpl7	chr1;chr1;chr1;chr1;chr1;chr1;chr1	16101296;16101727;16102490;16102692;16103168;16103510;16104365	16101359;16101936;16102599;16102829;16103334;16103684;16104433	-;-;-;-;-;-;-	933	13943	14727	9142	9782	11715	13032	12469	9579	7293	14427	14353	12856	9499	9470	14123	13635	14050	12326	12396	10618
Rdh10	chr1;chr1;chr1;chr1;chr1;chr1	16105882;16107795;16128165;16129196;16131075;16131294	16106306;16108030;16128263;16129341;16131206;16132550	+;+;+;+;+;+	2295	144	119	102	85	110	106	141	108	74	114	105	131	85	99	131	152	114	98	102	83
Stau2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16228810;16228810;16231003;16231003;16345704;16345704;16366079;16366079;16369755;16369755;16374674;16374674;16389821;16389821;16392517;16392517;16394051;16394051;16440323;16440323;16463035;16463035;16486020;16509342;16509342;16519173;16519173	16229866;16229866;16231091;16231091;16346011;16346011;16366139;16366139;16369886;16369886;16374811;16374811;16390033;16390033;16392624;16392624;16394210;16394210;16440458;16440458;16463194;16463194;16486150;16509408;16509408;16519302;16519302	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2890	277	329	214	218	278	254	316	232	129	356	306	292	256	202	303	298	268	219	242	176
Ube2w	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16540788;16543949;16568674;16568674;16568674;16581927;16581927;16581927;16581927;16585276;16585276;16585276;16585276;16597951;16597951;16597951;16602262;16602262;16602262;16602262;16619237;16619237;16619237;16619237	16541789;16544032;16571282;16571282;16571282;16582002;16582002;16582002;16582002;16585431;16585352;16585352;16585431;16598053;16598053;16598053;16602353;16602353;16602353;16602353;16619338;16619338;16619338;16619338	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4224	585	742	411	443	541	518	544	389	274	636	506	603	427	457	634	538	501	508	532	366
Tceb1	chr1;chr1;chr1;chr1	16642765;16645686;16647955;16656822	16643478;16645829;16648007;16656865	-;-;-;-	955	222	299	160	170	195	219	260	151	124	258	218	227	165	207	286	213	230	225	204	199
D030040B21Rik	chr1;chr1;chr1;chr1	16657552;16660021;16660555;16662021	16659778;16660228;16660649;16662278	+;+;+;+	2788	0	0	0	0	1	3	0	0	0	0	1	0	0	2	0	0	0	0	0	1
Tmem70	chr1;chr1;chr1;chr1;chr1;chr1	16665191;16665191;16667665;16667668;16676968;16676968	16665505;16665505;16667773;16667773;16678275;16678275	+;+;+;+;+;+	1732	242	272	174	205	220	249	237	178	145	246	248	240	213	185	272	234	242	286	242	215
Ly96	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	16688456;16688456;16691684;16691684;16700795;16700849;16706173;16706173;16709439;16709439	16688619;16688619;16691773;16691773;16700923;16700923;16706225;16706225;16709605;16709605	+;+;+;+;+;+;+;+;+;+	603	164	235	188	164	233	184	233	204	112	247	182	209	181	139	241	143	148	153	183	133
Jph1	chr1;chr1;chr1;chr1;chr1	16994940;17003891;17016039;17091298;17097226	16997559;17004534;17016157;17092057;17097889	-;-;-;-;-	4807	12	28	26	22	15	14	15	20	6	14	0	15	11	9	26	6	7	26	16	4
Gdap1	chr1;chr1;chr1;chr1;chr1;chr1	17145373;17146936;17156961;17158409;17159924;17161127	17145588;17147128;17157134;17158503;17160038;17164270	+;+;+;+;+;+	3937	1	2	0	0	1	0	9	0	1	0	0	0	0	2	0	0	0	0	0	0
Pi15	chr1;chr1;chr1;chr1;chr1;chr1	17601901;17602577;17619783;17621401;17621647;17624835	17602042;17602884;17619901;17621533;17621762;17630939	+;+;+;+;+;+	6923	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	3	0	0	2	0
Gm16070	chr1;chr1;chr1;chr1;chr1;chr1;chr1	17676027;17696996;17707670;17709686;17712450;17724522;17727099	17677104;17697153;17707726;17709895;17712594;17724589;17727646	-;-;-;-;-;-;-	2264	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Crispld1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	17727417;17728594;17745354;17745780;17746731;17747501;17749507;17750265;17750434;17750734;17752838;17752968;17756258;17762112;17764063	17727763;17728914;17745472;17745912;17746846;17747601;17749647;17750325;17750500;17750864;17752881;17753040;17756333;17762242;17766207	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crisp4	chr1;chr1;chr1;chr1;chr1;chr1;chr1	18115191;18122738;18124232;18128642;18130159;18134039;18136988	18115756;18122826;18124329;18128790;18130249;18134173;18137051	-;-;-;-;-;-;-	1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb44-ps	chr1;chr1	18210053;18223521	18210230;18223564	-;-	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb18	chr1;chr1	18236473;18237374	18236660;18237443	-;-	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb41	chr1;chr1	18250978;18265026	18251333;18265138	-;-	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15386	chr1;chr1	18260524;18265026	18260666;18265138	-;-	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2d	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19103022;19104364;19108250;19118830;19119162;19142837;19148304;19165959	19103294;19104861;19108310;19118995;19119280;19142978;19148417;19166332	+;+;+;+;+;+;+;+	1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfap2b	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	19208914;19208914;19212054;19213951;19213951;19213951;19219193;19219193;19219193;19226436;19226436;19226436;19228442;19228442;19228442;19231013;19231013;19231013;19234050;19234050;19234050;19236608	19209248;19209248;19212423;19214409;19214409;19214409;19219253;19219253;19219253;19226655;19226655;19226655;19228560;19228560;19228560;19231154;19231154;19231154;19234306;19238845;19238845;19238845	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6502	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Pkhd1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	20057779;20070378;20073457;20081186;20103215;20104542;20116930;20198018;20199342;20200520;20209161;20211837;20220039;20222859;20239301;20275519;20288196;20310525;20312033;20347211;20350413;20358840;20360986;20364119;20373856;20374712;20377375;20381403;20391465;20392012;20414221;20450221;20502942;20508893;20520154;20522664;20533843;20534536;20537273;20540314;20547269;20548091;20549686;20550847;20553469;20555078;20558588;20559421;20562360;20563623;20563801;20565599;20566758;20567448;20569829;20571339;20584060;20585158;20585647;20586824;20588485;20593911;20608319;20612702;20613395;20615269;20617911	20058710;20070500;20073615;20081293;20103302;20104677;20117947;20198175;20199510;20201395;20209313;20211991;20220126;20222972;20239438;20275647;20288261;20310720;20312210;20347457;20350545;20358974;20361091;20364231;20373986;20374768;20377500;20381594;20391622;20392219;20414433;20450377;20503092;20509112;20520297;20524265;20533910;20534731;20537408;20540444;20547544;20548196;20549808;20551031;20553596;20555216;20558763;20559548;20562502;20563713;20563890;20565877;20566872;20567589;20569924;20571440;20584130;20585197;20585711;20586898;20588563;20593968;20608427;20612843;20613472;20615405;20618057	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
